"MCAV-Dis"	"MCAV-Dis-AH"	"MCAV-AH"	"MCAV-N"	"OFAV-Dis"	"OFAV-Dis-AH"	"OFAV-AH"	"OFAV-N"	"CNAT-Dis"	"CNAT-Dis-AH"	"CNAT-AH"	"CNAT-N"	"OFRA-Dis"	"OFRA-Dis-AH"	"OFRA-AH"	"OFRA-N"	"Pathway"
"Cluster_143"	0.0215716376666667	0.0335583563333333	0.0223609136666667	0.0150768836666667	0.0357601766666667	0.021092781	0.0297071613333333	0.023563444	0.011666088	0.00214566133333333	0.00566704866666667	0.014757466	0.00510539033333333	0.0114234583333333	0.0119969643333333	0.0214453596666667	"PWY-7181: pyrimidine deoxyribonucleosides degradation, PWY-5851: demethylmenaquinol-9 biosynthesis, PWY-7966: 5-methoxy-6-methylbenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP"
"Cluster_144"	0.0377564873333333	0.017014775	0.0224439366666667	0.00694422433333333	0.0563177306666667	0.0135012463333333	0.037868449	0.000917479666666667	0.00368220066666667	0	0.017748084	0.0162979496666667	0.0177312086666667	0.012929076	0.00378663633333333	0.000466556666666667	"CARNMET-PWY: L-carnitine degradation I, THIOREDOX-PWY: thioredoxin pathway, ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)"
"Cluster_145"	0.03854634275	0.02228542325	0.02634007625	0.01751851325	0.040312678	0.0179386255	0.027510346	0.0265542265	0.00482382475	0.00110740325	0.00745975475	0.0037748865	0.017478775	0.000832299	0.0085857105	0.0115614665	"RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants), PWY-5659: GDP-mannose biosynthesis, PWY-5849: menaquinol-6 biosynthesis, PWY-5155: &beta;-alanine biosynthesis III"
"Cluster_146"	0.037421263	0.006169902	0.029663074	0.009030318	0.064555143	0.018432965	0	0.015949577	0.008868805	0	0.009039668	0.022818102	0.023734919	0.019301658	0.009120344	0.017387656	"PWY-5941: glycogen degradation II"
"Cluster_147"	0.043333013	0.026934196	0	0.002439402	0.05909716	0.02553591	0	0.024752174	0.01633885	0.006529862	0	0.033250927	0	0.029498355	0.016802257	0.005245945	"PWY-6753: S-methyl-5'-thioadenosine degradation III"
"Cluster_148"	0.039443578	0.013485299	0.027936701	0.031007867	0	0.019614907	0.032676946	0.026623609	0	0.000687388	0.012591552	0.01967527	0.014541008	0.016229957	0.010398628	0.023624573	"PWY-4621: arsenate detoxification II (glutaredoxin)"
"Cluster_149"	0.017017658	0.029206986	0.01972043	0.009136312	0	0.035398826	0.03335894	0.025188155	0.02671151	0.01626197	0.013268951	0.016092268	0.00096308	0.012728049	0.02746911	0.005964413	"PWY-6610: adenine salvage"
"Cluster_150"	0	0	0.0103188293333333	0.0122182923333333	0.050770489	0.0156231086666667	0.0400528153333333	0.002406909	0.00408380833333333	0.000277542333333333	0.019917736	0.0228730773333333	0.00974484666666667	0.0193553883333333	0.00419963466666667	0.00204743733333333	"PWY-7996: menaquinol-4 biosynthesis I, PWY-5852: demethylmenaquinol-8 biosynthesis I, PWY-6895: superpathway of thiamine diphosphate biosynthesis II"
"Cluster_151"	0.0188861293333333	0.00957391033333333	0.0194353643333333	0.0261968696666667	0.0439463363333333	0.023100696	0.029392644	0.00652855033333333	0.0137777773333333	0.001799702	0.00932937366666667	0.0142992536666667	0.02657489	0.0109756166666667	0.0141685466666667	0.00472230533333333	"PWY1YI0-1: arsenate detoxification V, GALACTARDEG-PWY: D-galactarate degradation I, PWY-6197: chlorinated phenols degradation"
"Cluster_152"	0.034015369	0.00564721	0.025646272	0.018354628	0	0.032582859	0.037370821	0.013532139	0	0.013483349	0.017253808	0	0.01486617	0.016293228	0.02442361	0.030539116	"FERMENTATION-PWY: mixed acid fermentation"
"Cluster_153"	0.041557214	0.004968249	0.017573306	0.03016371	0.064635613	0	0.050286064	0	0.005407591	0	0.030082052	0.009736652	0.000964526	0.006516281	0.005560962	0.014506058	"PWY66-21: ethanol degradation II"
"Cluster_154"	0.0353538645	0.0203288005	0.008412191	0.008153218	0.03786866725	0.02141241475	0.0297545985	0.020341578	0.012002241	0.0041409015	0.00370378775	0.006329177	0.02836362225	0.003544709	0.01234265175	0.00419970625	"PWY-8072: alanine racemization, HEMESYN2-PWY: heme b biosynthesis II (oxygen-independent), PWY-6756: S-methyl-5'-thioadenosine degradation II, PWY0-1319: CDP-diacylglycerol biosynthesis II"
"Cluster_155"	0.024637044	0.024394327	0.023410212	0.020572377	0.035776285	0.023507644	0.029822503	0.02289269	0.014205758	0.004528497	0.009756337	0.023086578	0.007046039	0	0.014608666	0	"AEROBACTINSYN-PWY: aerobactin biosynthesis"
"Cluster_156"	0.030690526	0.001815894	0.003213822	0.013223232	0.053359856	0.025571036	0.040156649	0.001133501	0.016375792	0.006564522	0.02002087	0.014721562	0.031009503	0	0.016840247	0.001058576	"PWY-7032: alkane biosynthesis I"
"Cluster_157"	0	0	0.0248366525	0.030652877	0.052498039	0.007758545	0.038502161	0.0086562295	0.004931752	0	0.0183775275	0.0187530735	0.027513204	0.0153286335	0.0050716275	0.0110271605	"PWY-3801: sucrose degradation II (sucrose synthase), PWY-6353: purine nucleotides degradation II (aerobic)"
"Cluster_158"	0.024092432	0.01377789	0.002724729	0.019588152	0.048682155	0.025919933	0.045866402	0.023601551	0.01674272	0.006908792	0	0.005497521	0.009491635	0.002373095	0	0.026914106	"GLUCONEO-PWY: gluconeogenesis I"
"Cluster_159"	0.024770931	0.036613425	0.022136481	0.024836189	0.044148781	0.016545019	0.042646776	0.00122325	0.006883284	0	0.022494223	0.002947541	0.012822568	0	0.00707851	0.00125922	"PWY-4261: glycerol degradation I"
"Cluster_160"	0.039975271	0.025470737	0.002641772	0.006414912	0.033744202	0	0.038942582	0.008473727	0.017887764	0.007983125	0.018814981	0.02016872	0.005237926	0.016712239	0.018395102	0.005507928	"NAGLIPASYN-PWY: lipid IVA biosynthesis (E. coli)"
"Cluster_161"	0	0.021690581	0.017083553	0.024921067	0.044848253	0	0.035427041	0.028748174	0.01360969	0.003969239	0.015323121	0.012187812	0.021873153	0.008911964	0	0.016124359	"SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I"
"Cluster_162"	0.0395110795	0.005509343	0.0247810875	0.0169692665	0.0427773665	0.016024055	0.0212098255	0.0249984025	0.0063353955	0	0.001201676	0.0113306495	0.0198449565	0.008074202	0.0065150815	0.0147924165	"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing), DETOX1-PWY-1: reactive oxygen species degradation"
"Cluster_163"	0.0080452025	0.002454783	0.0172138185	0.0072744115	0.038224718	0	0.047036581	0.0104436205	0.0026128865	0	0.0268544575	0.0210621605	0	0.0175854585	0.0029629705	0.0238092095	"PWY-5886: 3-(4-hydroxyphenyl)pyruvate biosynthesis, PWY-5382: hydrogen oxidation II (aerobic, NAD)"
"Cluster_164"	0	0	0.007317305	0.031894947	0.047115961	0.0153686245	0	0.0172125105	0.0056460905	0	0.0171649785	0.0313237745	0.006361594	0.0276148205	0.005806226	0.0187663315	"PWY0-1324: N-acetylneuraminate and N-acetylmannosamine degradation I, PWY-5669: phosphatidylserine and phosphatidylethanolamine biosynthesis I"
"Cluster_165"	0.021571772	0.033171882	0.025545151	0.005460587	0	0.010295418	0.027419929	0.015213211	0.000310686	0	0.007369947	0.02967693	0.020828942	0.026005249	0.000319498	0.02668862	"PWY0-1587: N<sup>6</sup>-L-threonylcarbamoyladenosine<sup>37</sup>-modified tRNA biosynthesis"
"Cluster_166"	0.046711926	0	0	0.023954572	0.059496706	0.01650393	0.026741221	0.016585529	0.006840072	0	0.006695811	0.011257846	0.010802874	0.008003046	0.007034072	0.008427191	"PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)"
"Cluster_167"	0.023242905	0.016070305	0.002252674	0.017507437	0.037159192	0.036436169	0.023003579	0.016009013	0	0.017285555	0.002983347	0.006965098	0.012945871	0.003807456	0.028591007	0.002201381	"PWY-5194: siroheme biosynthesis"
"Cluster_168"	0	0.03039356	0.016786842	0.014014448	0.040737275	0.011482911	0.036193241	0.009161333	0.001559552	0	0.01608416	0.010100994	0.031129701	0.006872377	0.001603785	0.01414146	"PYRIDNUCSAL-PWY: NAD salvage pathway I (PNC VI cycle)"
"Cluster_169"	0.025406612	0.020349729	0	0.009285931	0	0.03119648	0.021075883	0.02084733	0.022291975	0.012115358	0.001068635	0.013209666	0.028808354	0.00991069	0.022924226	0	"TRPIAACAT-PWY: indole-3-acetate biosynthesis VI (bacteria)"
"Cluster_170"	0	0	0.025772541	0.00495704066666667	0.0503457153333333	0.0142091406666667	0.038908947	0.0144022313333333	0.004426681	0.000287887333333333	0.018781573	0.00875140333333333	0.005361864	0.00688411033333333	0.00455223166666667	0.0202052533333333	"PWY-7052: cyanophycin metabolism, PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing), PWY-5989: stearate biosynthesis II (bacteria and plants)"
"Cluster_171"	0.039541413	0.010960383	0.001819214	0.009715481	0.048115205	0.014353009	0	0.028105052	0.004577985	0	0.028158243	0.003670945	0.005827661	0.00058786	0.004707827	0.033255517	"TYRFUMCAT-PWY: L-tyrosine degradation I"
"Cluster_172"	0.016359977	0.008100139	0.018348105	0.022589682	0.0394226	0.013069907	0.02328262	0.028697495	0.003228569	0	0.003260508	0.024627971	0.008330712	0	0.003320138	0.017617684	"PROUT-PWY: L-proline degradation I"
"Cluster_173"	0.033206552	0.000866069	0.0018143515	0.029392886	0	0.0166803595	0.021016843	0.017950462	0.0070256195	0.0007716515	0.0010099935	0.02890695	0.0132754905	0.025252696	0.007224882	0.003893213	"PWY-6164: 3-dehydroquinate biosynthesis I, PWY-5939: pyruvate fermentation to (R)-acetoin II"
"Cluster_174"	0.033962506	0.033050591	0.02785333	0.00654532	0	0	0	0.02389735	0.019276814	0.009286396	0.015402007	0	0.020656642	0.011936362	0.019823549	0.002980599	"PWY-7791: UMP biosynthesis III"
"Cluster_175"	0.029550035	0.011142276	0.025546828	0.028389106	0.041118115	0.011544755	0	0.017855877	0.001624592	0	0.012155917	0.008472705	0.025340317	0.005280941	0	0.006187032	"PWY-7356: thiamine diphosphate salvage IV (yeast)"
"Cluster_176"	0.035375383	0.007081703	0	0.025099367	0	0	0	0	0.028793483	0.018215373	0	0.032498199	0.015289682	0.028762663	0.029610132	0.000738279	"ANAEROFRUCAT-PWY: homolactic fermentation"
"Cluster_177"	0.047605976	0.008106634	0	0	0	0.011013436	0.037697232	0.025795399	0.001065813	0	0.017578021	0.01959951	0.01971399	0.016155912	0.001096042	0.002587924	"LIPA-CORESYN-PWY: lipid A-core biosynthesis (E. coli K-12)"
"Cluster_178"	0	0.0134109375	0.0018499495	0.001137249	0.034989028	0	0.027894004	0.022050485	0.004693651	3.8e-06	0.0032540235	0.0074132425	0.026037424	0.0027792345	0.0086351365	0.0162200565	"TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA, PWY-7962: adenosylcobinamide-GDP biosynthesis from cobyrinate a,c-diamide"
"Cluster_179"	0	0	0.013405028	0.000485275	0.034772091	0	0.023247978	0.014665763	0.027230398	0.016748814	0.003226099	0.014175716	0.002920748	0.010854875	0.028002714	0	"PWY-7219: adenosine ribonucleotides de novo biosynthesis"
"Cluster_180"	0.043406231	0	0.025515197	0	0	0	0.032325269	0	0.001462893	0	0.012242243	0.030734851	0.010906427	0.027039226	0.001504384	0	"PWY1YI0-6: aerobic respiration in cyanobacteria (NDH-2 to cytochrome c oxidase via plastocyanin)"
"Cluster_181"	0.0301015	0.022903792	0.016772504	0	0.045640452	0.013434018	0	0.007825752	0.003611498	0	0.012876703	0.007052486	0.006535566	0.003892866	0.003713928	0.007601843	"PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II"
"Cluster_182"	0.045386155	0.007756861	0.011085094	0	0	0	0.034804362	0.022428194	0.002217657	0	0.014704637	0.00524241	0.01504231	0.002123758	0.002280555	0.018731954	"PWY-5870: ubiquinol-8 biosynthesis (late decarboxylation)"
"Cluster_183"	0.017265197	0.030724773	0	0	0	0	0	0.025246949	0	0	0.021996386	0.004380114	0.027761425	0.001280978	0.011899541	0.031749037	"PWY-7179: purine deoxyribonucleosides degradation I"
"Cluster_184"	0.042198013	0.006696232	0.013206301	0.026402984	0.041927432	0	0	0	0.007920296	0	0	0.007804899	0.008040156	0.00462825	0.008144933	0	"PHENYLALANINE-DEG1-PWY: L-phenylalanine degradation I (aerobic)"
"Cluster_185"	0	0.025830867	0.010776469	0.023909106	0.033241674	0.010955563	0.038310353	0.00646174	0	0	0	0.003640405	0	0.000558012	0.001033452	0.010047804	"PWY-7200: superpathway of pyrimidine deoxyribonucleoside salvage"
"Cluster_186"	0.020128403	0.017931666	0.016184879	0.029755023	0	0.010062393	0	0.026122893	0	0	0.025855877	0.003113683	0.009494586	0	6.75e-05	0.000140457	"PWY0-1546: muropeptide degradation"
"Cluster_187"	0	0.023246507	0.01208391	0.00384748	0.038933603	0.010130711	0	0.017361567	0.000137466	0	0.015264115	0.000870623	0	0	0.000141365	0.031342321	"GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)"
"Cluster_188"	0.019495014	0	0.002354016	0.007055694	0	0	0	0.00554453	0.019781227	0.009759659	0.023290365	0.004286481	0	0.001189465	0.020342268	0	"PWY-8128: biotin biosynthesis from 8-amino-7-oxononanoate III"
