Pathway,MCAV-Dis,MCAV-Dis-AH,MCAV-AH,MCAV-N,OFAV-Dis,OFAV-Dis-AH,OFAV-AH,OFAV-N,CNAT-Dis,CNAT-Dis-AH,CNAT-AH,CNAT-N,OFRA-Dis,OFRA-Dis-AH,OFRA-AH,OFRA-N
PWY-6466: pyridoxal 5'-phosphate biosynthesis II,0.017074862,0.028034276,0.002624415,0.02047551,0.041708068,0.022194701,0.037644511,0.03166947,0.012824958,0.003232967,0.017525654,0.015004728,0.015258359,0.011665124,0.013188703,0.034272188
PWY3DJ-11281: sphingomyelin metabolism,0.037197003,0.006648646,0.028482244,0.024270326,0.059721519,0.010020326,0.043726681,0.001565827,2.1377E-05,0,0.023566854,0.027408407,0.016622926,0.02378807,2.19833E-05,0.020973747
PWY-5101: L-isoleucine biosynthesis II,0.032899803,0.000714663,0.015338331,0.031771408,0.049931635,0.032700634,0.037651248,0.006949878,0.023873867,0.013599563,0.017532346,0.011165576,0.006554586,0.007912864,0.024550985,0.010212892
PWY-7965: 2-methyladeninyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP,0.015407955,0.022505519,0.013419059,0.004037078,0.057722292,0.023816615,0.053491291,0.030615206,0.014530698,0.00483337,0.033265688,0.017969622,0.000351027,0.014562914,0.014942821,0.000790942
PWY0-1299: arginine dependent acid resistance,0.0475728,0.017386274,0.009209951,0.020446538,0.054868893,0.023193307,0.034304355,0.030069737,0.013875175,0.004218328,0.014207998,0.014531875,0.000103859,0.011202974,0.014268706,0.012549535
"PWY0-1584: nitrate reduction X (dissimilatory, periplasmic)",0.033893519,0.015107862,0.029721538,0.000539217,0.052299895,0.023125822,0.047725103,0.014052361,0.013804202,0.004151738,0.027538342,0,0.013632677,0.001977302,0.01419572,0.030095224
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I,0.017251181,0.010256303,0.023579541,0.026082728,0.043650645,0,0.03671366,0.015470679,0.024170975,0.013878323,0.016601073,0.014791702,0.026295519,0.01145692,0.024856519,0.016741507
P283-PWY: hydrogen oxidation I (aerobic),0.032561052,0.015301854,0.007748816,0.034362249,0.063065758,0.01428062,0.039621719,0.018337362,0.004501855,0,0.019489544,0.028571996,0.003450223,0.024925323,0.004629538,0.010836989
PWY-5344: L-homocysteine biosynthesis,0.019616219,0.02746818,0.010756213,0.02592819,0.034184439,0.026164406,0.034553784,0.023435323,0.016999828,0.007150023,0.014455747,0.011046985,0.025888759,0.007796958,0.017481982,0.018322209
"CHLOROPHYLL-SYN: 3,8-divinyl-chlorophyllide a biosynthesis I (aerobic, light-dependent)",0,0,0.025172005,0.001014684,0.059003524,0.030330389,0.048816151,0.022477801,0.021381121,0.011260753,0.02862204,0.024875146,0.004961533,0.021312144,0.021987539,0
PWY0-1261: anhydromuropeptides recycling I,0.04302831,0.000717198,0.007204345,0.020973594,0.057086252,0,0.020757452,0.030391623,0.017955008,0,0.000752349,0.029352532,0.033621224,0.025688193,0.018464253,0.015053702
PWY-5971: palmitate biosynthesis (type II fatty acid synthase),0.044927968,0.02847055,0.02564093,0.021403776,0.030176187,0.01106218,0.033525517,0.023545853,0.001117077,0,0.013434407,0.030704997,0.009516036,0.027010047,0.001148759,0.019184988
"PWY-7159: 3,8-divinyl-chlorophyllide a biosynthesis III (aerobic, light independent)",0.035144339,0.000664411,0.01751246,0.034218338,0.030183664,0.019193881,0.053373148,0.01199619,0.009669047,0.000271945,0.03314834,0.029924296,0.007917869,0.026247017,0.009943283,0.000818198
PWY-5046: 2-oxoisovalerate decarboxylation to isobutanoyl-CoA,0.037199887,0.032666103,0.002833809,0.006008806,0.03841057,0.035614707,0.021283423,0.017593949,0.026938548,0.016474988,0.001274778,0.021823688,0,0.01832975,0.027702587,0.015479405
PWY-6938: NADH repair,0.018758546,0.020214233,0.026057178,0.017557322,0.061509859,0.01363154,0.050979232,0.02120099,0.003819229,0,0.03077055,0.008754386,0.031249216,0.005556247,0.003927551,0.005627764
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I,0.041264126,0.022823138,0.014460043,0.001122976,0.059261728,0.038461569,0.021126185,0.007851532,0.029932544,0.019284092,0.001118599,0.001319315,0.022104073,0,0.030781499,0.00860173
BSUBPOLYAMSYN-PWY: spermidine biosynthesis I,0.045708531,0.011089883,0.002344046,0.022564945,0.04710098,0.014697695,0.047624292,0.022720512,0.004940485,0,0.02743821,0.013591273,0.012623975,0.01028366,0.005080608,0.031687298
PWY-5839: menaquinol-7 biosynthesis,0.028899156,0.034496469,0.010646997,0.029261625,0.05614965,0.013361489,0.022196921,0.022577745,0.003535221,0,0.002182122,0.032902641,0.023121482,0.029157952,0.003635488,0.007339747
MENAQUINONESYN-PWY: menaquinol-8 biosynthesis,0.047554185,0.016999757,0.019095572,0.021232359,0.046510926,0,0.040563794,0.002691698,0.008285639,0,0.020425273,0.029248283,0.021884886,0.025586304,0.008520638,0.010728127
PWY0-1297: superpathway of purine deoxyribonucleosides degradation,0.045191733,0.005065655,0.021879716,0.016231922,0.040060474,0.021172705,0.043946529,0.019023311,0.011750143,0.002224525,0.023785221,0.017947249,0.000189509,0.014541047,0.012083403,0.023998691
PWY0-1295: pyrimidine ribonucleosides degradation,0.040930374,0.027352435,0.023308432,0.016575298,0.042916689,0.014545131,0.04966109,0.007661701,0.004780036,0,0.029461287,0.008385836,0.025844426,0.005196039,0.004915609,0.017078111
PWY-6163: chorismate biosynthesis from 3-dehydroquinate,0.030064894,0.034412826,0.011581434,0.017449874,0.045404377,0.020802395,0.039923571,0.000189918,0.011360694,0.001859126,0.019789363,0.033039971,0.003876367,0.029292174,0.011682909,0.007809699
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II,0.023724721,0.003970431,0.021554095,0.015879117,0.043628315,0.02018452,0.04465615,0.027134973,0.010710885,0.001249446,0.024490062,0.019920004,0.03187365,0.016469152,0.01101467,0.00135006
PWY0-1561: glycerol-3-phosphate to cytochrome bo oxidase electron transfer,0.018947283,0.00941802,0.013041486,0.025758198,0.051342496,0.015866339,0.05120154,0.007208738,0.006169528,0,0.030991361,0.008793175,0.032834592,0.005594158,0.00634451,0.033949989
PWY-8074: Kdo transfer to lipid IVA IV (P. putida),0.021924033,0.006137561,0.014213437,0.034161765,0.067956501,0.029748121,0.043527843,0.005360203,0.02076876,0.010686208,0.023369355,0.007863219,0.022154171,0.00468525,0,0.00434629
PWY-7747: diphenyl ethers degradation,0.038932944,0.00139791,0.017996769,0.029547783,0.062226768,0.022897585,0.03539157,0.016555311,0.013564169,0.003926529,0.01528789,0.018305377,0.006244545,0.014891069,0.01394888,0.005443824
PWY-7208: superpathway of pyrimidine nucleobases salvage,0.018854141,0.032993341,0,0.00917003,0.035267652,0.028529712,0.041919812,0.027203361,0.01948738,0.009483958,0.021772157,0.009654956,0.023687558,0.006436435,0.020040087,0.011907343
PWY0-1415: superpathway of heme b biosynthesis from uroporphyrinogen-III,0.045771153,0.014017206,0.007448135,0.012677853,0.034293878,0.030662526,0.043356418,0.019948727,0,0.011588486,0.023199085,0.008527467,0.019734957,0.005334464,0.022346749,0.017466471
PWY0-1313: acetate conversion to acetyl-CoA,0.028615187,0.016048411,0.017011705,0.009252798,0.047621823,0.031020537,0.031313043,0.009954836,0.022106938,0.011941748,0.011236836,0.00806272,0.02186792,0.004880236,0.022733941,0.022624404
HOMOSER-THRESYN-PWY: L-threonine biosynthesis,0.032179551,0.034191634,0.011875232,0.031999521,0.039966415,0.014030553,0.049485735,0.020119035,0.004238863,0,0.029287114,0.021068854,0.002734274,0.017592001,0.004359087,0.003070633
P483-PWY: phosphonoacetate degradation,0.041758244,0.009821162,0.0118287,0.01049088,0.062976018,0.026885609,0.023213215,0.011908568,0.017758306,0.007861661,0.003191571,0.019769644,0.009850218,0.016322195,0.018261972,0.023872131
PWY-2161: folate polyglutamylation,0.039438239,0.030449771,0.009875088,0.005953837,0.046132533,0.0355099,0.024756917,0.010698731,0.026828324,0.01637157,0.004724874,0.015322487,0.002010479,0.011975692,0.027589236,0.007812785
PWY-5695: inosine 5'-phosphate degradation,0.024114961,0.027816524,0.023191499,0.026224814,0.048005198,0.015951223,0.043755617,0.030967628,0.006258799,0,0.023595595,0.009468087,0.002850797,0.006253795,0.006436313,0.020055381
PWY-1422: vitamin E biosynthesis (tocopherols),0.033436915,0.002031749,0,0.010527612,0.033991177,0.041425491,0.038891864,0.002295791,0.033049651,0.022208705,0.018764605,0.007215752,0.015434761,0.004052437,0.033987014,0.017253909
PWY-7798: protein S-nitrosylation and denitrosylation,0.023429128,0.02090522,0.01336969,0.03058723,0.059632569,0.010043114,0.051682638,0.023084489,4.53421E-05,0,0.031469218,0.009963789,0.025269869,0.006738278,4.66281E-05,0.00828216
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate),0.0410841,0.022546534,0.006931761,0.031909404,0.059410707,0.011350254,0.027147258,0.024648514,0.001420039,0,0.007099113,0.018565191,0.025580593,0.015145003,0,0.021464346
PANTO-PWY: phosphopantothenate biosynthesis I,0.04209433,0.013117154,0.019754216,0.004486194,0.04547733,0.020398958,0.020529819,0.020647864,0.010936406,0.00146104,0.00052625,0.031586431,0.014043378,0.027871531,0.011246587,0.029531015
PWY-6348: phosphate acquisition,0.034770551,0.017313675,0.007250753,0.02475311,0,0.035448142,0.038554418,0.009465738,0.026763374,0.016310631,0.018429432,0.006562363,0.013442759,0.003413837,0.027522445,0.031319066
HISTSYN-PWY: L-histidine biosynthesis,0.033886842,0.023232759,0.015870883,0.016133351,0.036239948,0.025231063,0.047791733,0.003111412,0.016018248,0.006229058,0.027604523,0.017663709,0.009925963,0.014263925,0.016472562,0.001208052
PWY-7801: N-end rule pathway I (prokaryotic),0.028353892,0.019297152,0.008330284,0.003493076,0.034183189,0.034950633,0.021713168,0.019793349,0.026240153,0.015819721,0,0.023854782,0.019567144,0.020314874,0.026984384,0.007984717
PWY-7964: adeninyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP,0.035017659,0.024959212,0.015528862,0.030868746,0.037913751,0.014651246,0.051091114,0.012267977,0.004891635,0,0.030881678,0.013440746,0.012451766,0.01013654,0.005030373,0.01079974
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II,0.041676725,0.006271636,0.003856629,0.019263333,0.058157803,0.035141707,0.024170167,0.020924872,0.026441103,0.016008261,0.004142076,0.000434901,0.018813168,0,0.027191033,0.007383903
PWY-5367: petroselinate biosynthesis,0.030660619,0.018590698,0.015670689,0.018606486,0.061724215,0.036685635,0.020326245,0.019377293,0.028064824,0.017531712,0.000324048,0.003371873,0.005323314,0.000295557,0.028860807,0.00438637
PWY-6932: selenate reduction,0.038145455,0.019491275,0.023982087,0.005692642,0.047622942,0.020087923,0.038782803,0.021771201,0.010609296,0.00115413,0.018656279,0.015753664,0.020914058,0.012397109,0.0109102,0.003673498
PWY0-1329: succinate to cytochrome bo oxidase electron transfer,0.02816424,0.012208793,0.017943873,0.02511835,0.065611643,0.013319765,0.040680139,0.009164761,0.00349134,0,0.020540833,0.01163618,0.019853664,0.008372817,0.003590362,0.029797405
PWY-5755: 4-hydroxybenzoate biosynthesis II (bacteria),0.017508454,0,0.00042977,0.025980543,0.037711433,0.023287158,0.04432278,0.031122902,0.013973876,0.004310935,0.024158937,0.014688693,0.02877617,0.011356242,0.014370207,0.017429358
PWY-4202: arsenate detoxification I (mammalian),0.025184763,0.008461698,0.013118291,0.00385895,0.033279312,0.020396429,0.049555492,0.017220044,0.010933746,0.001458544,0.029356401,0.022850839,0.019440357,0.019333653,0.011243852,0.023437032
PWY-6938-1: NADH repair (prokaryotes),0.035803357,0.030234749,0.016242066,0.02559448,0.033108003,0.02188935,0.027866146,0.006879445,0.012503825,0.002931665,0.007813158,0.02073136,0.017164253,0.017262145,0.012858462,0.020056245
PWY-7308: acrylonitrile degradation I,0.042140531,0.007644698,0.025867838,0.028906837,0.060084484,0.014966524,0.020431551,0.006056643,0.005223208,0,0.000428644,0.029235542,0.018699996,0.025573851,0.00537135,0.018292775
ORN-AMINOPENTANOATE-CAT-PWY: L-ornithine degradation I (L-proline biosynthesis),0.042596781,0.017438363,0.01259243,0.013868284,0.03691737,0.030771316,0.024782253,0.005009691,0.021844837,0.011695833,0.004750039,0.020641379,0.010997771,0.017174201,0.022464407,0.014914284
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I,0.043821944,0.020091445,0.024426937,0.007979048,0.06346381,0.022595906,0.022991506,0.004522379,0.013246898,0.00362885,0,0.016754933,0.032824742,0.013375717,0.01362261,0.005105215
PWY-4381: fatty acid biosynthesis initiation (type II),0.036841007,0.030575979,0.012056603,0.031957018,0.055210615,0.025390381,0.024834135,0.003236211,0.0161858,0.006386263,0.004801572,0.007554069,0.015103277,0,0.016644866,0.021191923
"PWY-5137: fatty acid &beta;-oxidation III (unsaturated, odd number)",0.024853944,0.009899457,0,0.004264718,0.052613219,0.027232461,0.042866516,0.028150814,0.018123084,0.008203913,0.022712483,0.015126897,0.01799341,0.011784528,0.018637096,0.005364576
PWY-5350: thiosulfate disproportionation IV (rhodanese),0,0,0.01589974,0.023079986,0.054826979,0,0.036345166,0.031638318,0.026853793,0.016395466,0.016235062,0.007634867,0.017163425,0.004462066,0.027615427,0.028870028
PWY-6899: base-degraded thiamine salvage,0.021576287,0.013647219,0.014698652,0.007110541,0.040196338,0,0.031067361,0.029698977,0.028088269,0.017553708,0.01099281,0.019061375,0.008349276,0.015629957,0.028884916,0.020384207
PWY-7199: pyrimidine deoxyribonucleosides salvage,0.039249288,0.033343624,0.001100997,0.015323729,0.060398132,0.013454052,0.031048256,0.025376982,0.003632567,0,0.010973833,0.029624827,0.007851598,0.025954325,0.003735595,0.005654551
ALANINE-VALINESYN-PWY: L-alanine biosynthesis I,0.016901198,0.001975876,0.029098641,0.021356984,0.047968169,0.031629565,0.04816497,0.030350117,0.022747443,0.012542699,0,0.018628263,0.000792614,0,0.023392613,0
PWY-6890: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis I,0.044587269,0.021417701,0.010169467,0.011068034,0.063346979,0.018422066,0.033662789,0.011636338,0.008857343,0,0.013570754,0.025180744,0.004214662,0.021610825,0.009108557,0.008352657
PWY-5481: pyruvate fermentation to (S)-lactate,0.029424935,0.023425678,0.013502614,0.024937571,0.058936467,0.015084258,0.037630537,0.001088435,0.005347027,0,0.017511775,0.022819943,0.016496451,0.019303456,0.00549868,0.013797161
PWY-40: putrescine biosynthesis I,0.026157089,0.018155178,0.009365041,0.019981566,0.052818816,0.025320444,0.038423261,0.006182362,0.016112248,0.006317254,0,0.015444935,0.028723389,0.012095368,0.016569228,0.012735231
"PWY-7377: cob(II)yrinate a,c-diamide biosynthesis I (early cobalt insertion)",0.031715074,0.015707177,0.020246302,0.00627867,0.03974364,0.021553398,0.041293432,0.016325471,0.012150511,0.002600169,0.021149996,0.017068713,0.012358633,0.013682394,0.012495127,0.019701216
GLYCEROLMETAB-PWY: glycerol degradation V,0.022041548,0.029850321,0.003664391,0.033010994,0.046216263,0.016295071,0,0.028721231,0.006620419,0,0.018638418,0.025629436,0.033343848,0.022049362,0.006808189,0.010224416
FASYN-ELONG-PWY: fatty acid elongation -- saturated,0.030230765,0.031002693,0.007689248,0.004494962,0.04142079,0.019625684,0.032920873,0.029587042,0,0.000698022,0.012833835,0.033229374,0.011170997,0.029477289,0.010410283,0.008250609
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I,0.042303627,0.02976217,0.007034185,0,0.039239193,0.037206769,0,0.020343562,0.028612893,0,0.027611718,0.007680322,0.012108926,0,0.02942442,0.021526656
COA-PWY: coenzyme A biosynthesis I (prokaryotic),0.043231965,0.036921834,0.021461062,0.005401489,0.049085612,0.021672541,0,0,0,0,0.029294825,0.023145346,0.026542524,0.019621495,0.012623981,0.012999584
N2FIX-PWY: nitrogen fixation I (ferredoxin),0,0,0.00068659,0.002724975,0.046163046,0.038544586,0.02510833,0.01822048,0.030019851,0.019366008,0.005073919,0.028219444,0.009608658,0.02458075,0.030871283,0.022652691
PWY-1801: formaldehyde oxidation II (glutathione-dependent),0.037486213,0.008914098,0.019090059,0.024226223,0.058011481,0.018536073,0.029096673,0.005984392,0.008977242,0,0.009035396,0.028858514,0.00203594,0.025205356,0.009231857,0.016917143
PWY-5493: reductive monocarboxylic acid cycle,0.039670371,0.006115229,0.014379161,0.014530397,0.057717769,0.01804162,0.030426841,0.023508112,0.008457234,0,0.010356604,0.012930258,0.025807616,0.009637606,0.0086971,0.021122393
PWY-5199: factor 420 polyglutamylation,0.042428168,0.001379422,0.013082199,0.001571053,0.05908473,0.014964202,0.05213396,0.025964067,0.005220766,0,0.0319175,0.006724935,0.029341998,0.003572729,0.005368839,0.008374547
PWY-6609: adenine and adenosine salvage III,0.019288308,0.003025172,0.007438943,0.010304628,0.05509558,0.029563672,0.035249967,0.012536899,0.020574778,0.010504205,0.015147241,0.012605908,0.011402966,0.009320597,0.021158326,0.02790071
PWY-5509: adenosylcobalamin biosynthesis from adenosylcobinamide-GDP I,0.035839169,0.035802943,0.010873178,0.024182553,0.042352186,0.014100217,0.043024933,0.014116897,0.004312128,0,0.022869833,0.018691324,0.010553978,0.015268281,0.00443443,0.004101892
PWY0-1280: ethylene glycol degradation,0.029941905,0.008701423,0,0.002224669,0.063765731,0.019110795,0.031253467,0.012690925,0.009581667,0.000189962,0.011177661,0.027306245,0.029850869,0.02368822,0.009853425,0.020736076
PWY-1361: benzoyl-CoA degradation I (aerobic),0.025961114,0.021627327,0.02388231,0.029922927,0.03230997,0.023306778,0.020209982,0.029396988,0.01399451,0.004330294,0.000208567,0.01299284,0.03000333,0.009698772,0.014391426,0.007216832
PWY0-1337: oleate &beta;-oxidation,0.02063027,0.012561768,0.009144362,0.034010487,0.04989074,0.012740795,0.039814857,0.0243932,0,0,0.019681381,0.023969925,0.001280998,0.020427411,0.002964199,0.027834319
PWY-5418: phenol degradation I (aerobic),0.04206769,0.010064269,0,0.016988356,0.056241519,0.018170193,0.036438871,0.014813639,0.008592452,0,0.016328136,0.021414043,0.013360385,0.017929377,0.008836154,0.018075334
PWY-8159: dipyrromethane cofactor biosynthesis,0.045426163,0.014496164,0.012301262,0.016791003,0.04510613,0.021064124,0.035540672,0.01149235,0.01163595,0,0.015435987,0.001134932,0.026046834,0,0.011965972,0.030036545
PWY-8043: ophthalmate biosynthesis,0.037366233,0.000752809,0.01966466,0.004729691,0.031379988,0.035849261,0.023499519,0.014749501,0.027185224,0.01670643,0.003475945,0.00215125,0.024562788,0,0.027956259,0.028215377
PWY-7639: bis(guanylyl molybdenum cofactor) biosynthesis,0.026243093,0.02119846,0.028080674,0.028910707,0.059269251,0.015920797,0.020064943,0.013496988,0.006226801,0,6.4506E-05,0.020708872,0.033574283,0.017240166,0.006403407,0
P641-PWY: phenylmercury acetate degradation,0,0,0.016387345,0.029658706,0.034306679,0.024263736,0.037234476,0.026380248,0.015000926,0.005274561,0.017118381,0.020063272,0.024146766,0.016609178,0.015426387,0.01483046
PWY-7884: lipoprotein posttranslational modification,0.032968246,0.022492374,0.00642489,0.031827202,0.048661088,0.01749736,0.027276251,0.025030045,0.007884845,0,0.007227237,0.007915484,0.013671771,0.004736332,0.008108478,0.0347536
PWY-5783: octaprenyl diphosphate biosynthesis,0.023478996,0.00666691,0.002994868,0.005596024,0.062850435,0,0.024289858,0.013206442,0.019995836,0.009961015,0.00426096,0.031887142,0.027043888,0.028165437,0.020562964,0.015186147
PWY-6893: thiamine diphosphate biosynthesis II (Bacillus),0.039602618,0.027343333,0,0.010733045,0.040675326,0.024710479,0.030940783,0.024282775,0.015470759,0.005715379,0.010867084,0.009194007,0.011225046,0.005985918,0.015909545,0.02338334
GLYOXDEG-PWY: glycolate and glyoxylate degradation II,0.0210163,0,0.003827584,0.006563274,0.037886993,0.022285599,0.050816734,0.011993982,0.012920554,0.00332266,0.030609147,0.030628572,0.023745177,0.026935352,0.013287011,0
PWY-6536: 4-aminobutanoate degradation III,0.026800255,0.015687028,0.012610417,0.010862674,0.046563721,0.01191256,0.053091768,0.008616532,0.002011407,0,0.032868856,0.020259527,0.013049517,0.016800991,0.002068455,0.02196676
PWY-66: GDP-L-fucose biosynthesis I (from GDP-D-mannose),0.046848541,0.001385955,0.02324657,0.00015787,0.058994894,0.020168707,0.025129878,0.02298813,0.010694255,0.001233843,0.005095322,0.022347579,0.01634589,0.018841784,0.010997568,0.010183951
PWY-5143: long-chain fatty acid activation,0.046841702,0.020300842,0.000111028,0.002702752,0.052959255,0.034945622,0.02987607,0.001507137,0.026234883,0.015814776,0.009809543,0.004988956,0.01493843,0.00187604,0.026978964,0.004496493
PWY-7181: pyrimidine deoxyribonucleosides degradation,0.023876233,0.036103191,0.025106496,0.019091651,0.04039907,0.021965866,0.028132276,0.020234402,0.012584297,0.003007167,0.008077496,0.012844407,0.00537966,0.009553698,0.012941216,0.014870517
CARNMET-PWY: L-carnitine degradation I,0.04244328,0.012317262,0.029371956,0.011072226,0.058794269,0.011523908,0.042026634,0.001315466,0.001602668,0,0.021878259,0.021339154,0.020776626,0.017856182,0.001648124,0
PROSYN-PWY: L-proline biosynthesis I (from L-glutamate),0.027539525,0.04181214,0.025903668,0.023215564,0.038788002,0.029294672,0.021405037,0.003544586,0.020291876,0.010238773,0.001395573,0.002243035,0.01789325,0,0.0208674,0.009349395
HSERMETANA-PWY: L-methionine biosynthesis III,0.038660864,0.005083086,0.007439691,0.004275977,0.030601778,0.036851856,0.036167707,0.029557209,0.028239637,0.017695729,0.016058798,0.007538581,0.002145844,0.004367959,0.029040577,0
PWY-6475: trans-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria),0,0,0.000569288,0.02452655,0.057520565,0.039660852,0.024189569,0.018781112,0.03119381,0.02046747,0.004161347,0.009452019,0.008646251,0.00623809,0.032078538,0.015754424
PWY-6268: adenosylcobalamin salvage from cobalamin,0.034876852,0.022868784,0.027376913,0.034437763,0.036705968,0.014204683,0.034154961,0.013563243,0.004421993,0,0.014059611,0.010590201,0.004765127,0.007350512,0.004547411,0.028658076
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants),0.037362148,0.027246564,0.026125609,0.025852569,0.055696974,0.015527603,0.030803205,0.025873618,0.005813285,0,0.010730433,0.002484839,0.006960244,0,0.005978163,0.015924918
PWY-8164: bis(guanylyl molybdopterin) cofactor sulfurylation,0.031185423,0.037227869,0.010709187,0.012211495,0.05255265,0.015086937,0.039015477,0.023278099,0.005349845,0,0.018887385,0.002836143,0.031581377,0,0.005501579,0.006715289
PWY-5941: glycogen degradation II,0.037421263,0.006169902,0.029663074,0.009030318,0.064555143,0.018432965,0,0.015949577,0.008868805,0,0.009039668,0.022818102,0.023734919,0.019301658,0.009120344,0.017387656
"GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation",0.028123241,0,0.010711598,0.019346977,0.058770799,0.01290012,0.043972916,0.030217695,0.003050006,0,0.02381143,0.008405846,0.027578496,0.005215595,0.003136511,0.016244993
PWY-5068: chlorophyll cycle,0.037949943,0,0.02023006,0.016434364,0.041749062,0.021117022,0.046874852,0.028379873,0.011691582,0.002169581,0.026693818,0.002055648,0.02325193,0,0.012023181,2.55455E-05
PWY-6753: S-methyl-5'-thioadenosine degradation III,0.043333013,0.026934196,0,0.002439402,0.05909716,0.02553591,0,0.024752174,0.01633885,0.006529862,0,0.033250927,0,0.029498355,0.016802257,0.005245945
XYLCAT-PWY: D-xylose degradation I,0.020236078,0.024181566,0.018550603,0.019869755,0.030582802,0.016765602,0.053745565,0.01146413,0.007115268,0,0.033518249,0.004366928,0.023123293,0.001268091,0.007317073,0.017358888
PWY-7892: tRNA-uridine 2-thiolation and selenation (bacteria),0.019941365,0.030958389,0.0151894,0.029108294,0.062069134,0.015362864,0.02900301,0.017374443,0.005640032,0,0.008942364,0.010286475,0.0165592,0.00705366,0.005799996,0.016120777
PWY-6620: guanine and guanosine salvage,0.023447907,0.029225725,0.009265594,0.018029405,0.044150552,0.015367701,0.031365799,0.00055826,0.005645119,0,0.011289237,0.029871639,0.033562695,0.026195551,0.005805228,0.005400677
PWY-4621: arsenate detoxification II (glutaredoxin),0.039443578,0.013485299,0.027936701,0.031007867,0,0.019614907,0.032676946,0.026623609,0,0.000687388,0.012591552,0.01967527,0.014541008,0.016229957,0.010398628,0.023624573
PWY-6610: adenine salvage,0.017017658,0.029206986,0.01972043,0.009136312,0,0.035398826,0.03335894,0.025188155,0.02671151,0.01626197,0.013268951,0.016092268,0.00096308,0.012728049,0.02746911,0.005964413
DETOX1-PWY: superoxide radicals degradation,0.021151531,0.00939906,0.009817573,0.025446286,0.06184413,0.018246623,0.049255969,0.015899988,0.008672832,0,0.029058896,0.014999776,0.004276194,0.011660285,0,0.008726186
HEME-BIOSYNTHESIS-II-1: heme b biosynthesis V (aerobic),0.023469731,0.007184573,0.024451301,0.025049051,0.030210958,0.01706538,0.051012896,0.022311228,0.007430539,0,0.030803987,0,0.031040867,0.00036104,0.007641286,0.009935336
PWY-8167: bis(tungstenpterin) cofactor biosynthesis,0.023153368,0.014750458,0.024396586,0.002069822,0.044168033,0.03259428,0.024722816,0.009658405,0.023762017,0.013494619,0.004691002,0.005919822,0.011598595,0.002785838,0.024435962,0.024662451
PWY66-389: phytol degradation,0.026489069,0.007301866,0,0.034361994,0.067015098,0.011703433,0.045760793,0.028449159,0.001791471,0,0.025587263,0.020709325,0.014173731,0,0.001842281,0.001301125
PWY0-1334: NADH to cytochrome bd oxidase electron transfer I,0.022108222,0.018437179,0.00275206,0.007916036,0.043891492,0,0.0458617,0.008118727,0.025138264,0.014785878,0.025687491,0.011733525,0.000270357,0.008467959,0.025851242,0.025454821
PWY-7996: menaquinol-4 biosynthesis I,0,0,0.010387175,0.026353127,0.061495757,0.019762098,0.04859576,0.007201527,0.010266631,0.000832627,0.028403134,0.024686137,0.015466847,0.021127413,0.010557817,0.000890911
PWY1YI0-1: arsenate detoxification V,0.015708134,0.011641811,0.014831359,0.031314086,0.037536647,0.025993853,0.026096719,0.010787367,0.016820461,0,0.006055651,0.017032445,0.03184142,0.013646947,0.017297528,0.00895568
FERMENTATION-PWY: mixed acid fermentation,0.034015369,0.00564721,0.025646272,0.018354628,0,0.032582859,0.037370821,0.013532139,0,0.013483349,0.017253808,0,0.01486617,0.016293228,0.02442361,0.030539116
PWY-5851: demethylmenaquinol-9 biosynthesis,0.025059968,0.035903931,0.024918123,0.016515476,0.034759525,0.020631135,0.032005039,0.021554174,0.011180583,0.001690138,0,0.011618096,0.002730169,0.008355142,0.011497689,0.025201886
PWY-7966: 5-methoxy-6-methylbenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP,0.015778712,0.028667947,0.017058122,0.009623524,0.032121935,0.020681342,0.028984169,0.028901756,0.011233384,0.001739679,0.00892365,0.019809895,0.007206342,0.016361535,0.011551988,0.024263676
PWY66-21: ethanol degradation II,0.041557214,0.004968249,0.017573306,0.03016371,0.064635613,0,0.050286064,0,0.005407591,0,0.030082052,0.009736652,0.000964526,0.006516281,0.005560962,0.014506058
PWY-8072: alanine racemization,0.03427405,0.024989694,0.011030254,0.016379801,0.037028948,0.026798601,0.020186021,0.026731478,0.017666801,0.007775807,0,0.005277689,0.027227439,0.002158238,0.018167871,0.006161945
MANNCAT-PWY: D-mannose degradation,0.02521096,0.014610348,0.011664767,0.007549064,0.046534388,0.034807628,0.035720116,0.022873279,0.026089757,0.015678613,0.015614223,0.013481637,0.001685886,0.010176505,0,0
